tweet,gold_reply,intent
"3. Apple employee seemed not understand iCloud, photos, or care abt distraught customer & her memories.",Thank you for reaching out. Please DM us and we will be happy to look into this with you further.,icloud_sync
is it possible for someone to hack your iPhone? Connect via hotspot without ever giving a pw?,Thanks for reaching out to us. We can assure you that we take our customer's security very seriously. We recommend checking out this resource for more information:,account_security
#iOS11 is it just me or anyone else facing the issue where the Bluetooth turns on automatically? #appleios11,We're here to help. Would you please tell us which iOS device are you using?,device_setup
Dude my phone dies at 100% while it's on the charger so I feel ya,"We'd like to help you out too! Please send us a DM with which version of iOS you're using, and we'll look into this together.",charging_issue
hey you're charging me 5.99 again! I did not purchase anything from your store recently!!!,Let's partner up and take a look at this together. Here's a link to DM us. We'll make sure you get to the right place.,charging_issue
turned back on again. It was connected to a power supply too. Now the battery is completely drained and i cant even get it to charge,Certainly not something we want you to have to experience. Please send us a DM and we will go from there.,battery_issue
Need help in cancelling a subscription,"Try the steps here: If your issue is not resolved, please let us know!",billing_refund
Yes now it s saying an Apple ID cannot be created at this time,Are you using Family Sharing to create the Apple ID? Check out this link: DM us if this helps,apple_id_login
when will the update be coming out to sync messages on the Apple Watch with the phone? Thanks!,We'd love to see how we can help. Can you send us a DM with details?,icloud_sync
"i m really fucking over fucking high sierra update. this shitty update has forced me to force close microsoft word so many times, i ve lost the last two hours of my final paper and i am so fucking pissed and over this garbage.",We can certainly understand your disappointment in this situation. Are there any updates available for the Microsoft Word app? Send us a DM so we can take a closer look at your situation.,software_update
I have been using iOS since the version 3.1.2 and have followed all.. The battery is draining on WiFi. May be a bug that must be addressed.,We appreciate you keeping us updated. Let us know more details via a DM. We ll continue forward from there.,battery_issue
what s going on with the new update? It s not showing the little red notification above an app anymore,We want to help with this! What model of iOS device are you using? Do you have the most recent version of iOS 11.1 downloaded?,software_update
"ever since I updated iOS on my 6 Plus, performance has suffered-apps crash, phone freezes, and battery life cut in 1/2",We want to help. Send us a DM letting us know the iOS version your iPhone 6 Plus is running.,battery_issue
Depuis la mise jour IOS 11 le clavier de mon IPhone 6S bug mort Merci #Iphone #Apple #IOS11,We offer support via Twitter in English. Contact us for help in your preferred language here:,software_update
guessing this is a scam as I can still buy music on iTunes,Good instincts! We're glad you reached out. Check out this link for some tips:,account_security
this new update is such a battery sucker that it literally eats my phone s power while it s even on the charger!,"Let us help to get your iPhone to charge. To start, please give the steps in this article a try:",charging_issue
new downloaded update makes my twitter bounce if I follow a link please another update to stop this!,"We want to help. To start, which device and software version are you using?",software_update
"Yea, thanks. But that isn t a solution as it continues to happen to me. I m incredibly disappointed in iOS 11 overall.",Send us a screenshot of Settings > General > Keyboard > Text Replacements over DM. We'll go from there.,software_update
Is the Apple payment program only available through Apple? Would I not be able to use it if I purchased from Best Buy?,"Thank you for reaching out to us. We'd like to get you in touch with our Sales Support, see this link:",billing_refund
